,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
703,31,Private,212210,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,1740,40,?,<=50K
704,24,?,154587,HS-grad,9,Married-civ-spouse,?,Wife,Other,Female,0,0,20,Puerto-Rico,<=50K
705,41,Private,261943,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,>50K
706,40,Private,233681,Some-college,10,Widowed,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
707,41,Private,24130,10th,6,Divorced,Transport-moving,Unmarried,White,Female,0,0,48,United-States,<=50K
708,21,Private,165804,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
709,44,Private,183786,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K
710,39,?,192984,1st-4th,2,Married-civ-spouse,?,Wife,White,Female,0,0,30,United-States,<=50K
711,30,Private,720550,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,?,<=50K
712,40,Private,168794,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
713,17,Private,195520,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
714,22,Private,123011,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,45,United-States,<=50K
715,40,Local-gov,358373,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
716,42,Private,56964,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
717,37,State-gov,207791,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
718,36,Private,309350,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,55,United-States,<=50K
719,23,Private,316027,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,5178,0,40,Cuba,>50K
720,41,Federal-gov,174486,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K
721,43,Private,221722,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50K
722,69,Private,110115,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
723,38,Private,421974,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
724,34,Private,114937,7th-8th,4,Never-married,Sales,Not-in-family,Black,Female,0,0,30,United-States,<=50K
725,26,Private,127111,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
726,43,Private,231495,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K
727,20,?,198759,12th,8,Never-married,?,Not-in-family,White,Male,0,0,50,United-States,<=50K
728,35,Private,35603,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K
729,38,Private,347298,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
730,18,Private,212800,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,1902,40,United-States,<=50K
731,23,Private,101290,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,48,United-States,<=50K
732,48,Private,226982,Some-college,10,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
733,33,Private,56145,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
734,45,Private,199098,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
735,23,Private,179659,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,35,United-States,<=50K
736,36,Private,154076,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
737,34,Private,292465,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
738,34,Private,126675,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,50,United-States,>50K
739,56,Private,24746,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
740,35,Private,272090,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,El-Salvador,<=50K
741,40,Private,275647,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,46,United-States,>50K
742,39,Private,387215,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
743,24,Private,167787,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
744,41,Private,249727,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
745,38,Private,342084,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
746,61,Private,125461,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
747,47,Private,497280,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
748,53,Private,42135,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
749,51,Private,187507,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
750,46,Federal-gov,252250,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,36,United-States,<=50K
751,49,Private,30269,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
752,46,Private,158156,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,3137,0,40,United-States,<=50K
753,18,Private,373718,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
754,21,Private,209808,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,749,40,United-States,<=50K
755,37,Private,349148,5th-6th,3,Separated,Farming-fishing,Not-in-family,White,Male,0,0,45,United-States,<=50K
756,22,Private,271663,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,35,United-States,<=50K
757,35,Private,54826,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
758,36,Private,91262,HS-grad,9,Divorced,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,60,Philippines,>50K
759,40,Private,61885,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
760,37,State-gov,210781,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,United-States,<=50K
761,26,Private,153976,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
762,23,Private,105817,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,48,United-States,<=50K
763,29,Private,243373,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,28,United-States,<=50K
764,42,Private,315640,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,52,China,>50K
765,33,Private,178142,Some-college,10,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
766,29,Private,185127,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
767,25,Private,28796,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
768,52,Private,867036,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,>50K
769,43,Private,151369,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,10,United-States,<=50K
770,26,Local-gov,148431,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
771,45,Self-emp-not-inc,131149,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,<=50K
772,41,State-gov,274475,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
773,43,Private,340917,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
774,22,Federal-gov,113075,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
775,33,Private,295589,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
776,31,Private,124242,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
777,19,Private,176270,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
778,19,Private,159028,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
779,24,Private,182691,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
780,30,Private,304868,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
781,23,Private,202930,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,70,United-States,<=50K
782,54,Private,112318,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
783,27,Private,173664,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,60,United-States,<=50K
784,25,Private,207246,Assoc-acdm,12,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,<=50K
785,41,State-gov,176335,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,68,United-States,>50K
786,17,Private,155489,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,<=50K
787,32,Private,213385,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
788,25,Private,110946,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,<=50K
789,27,State-gov,99185,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,<=50K
790,29,Private,146042,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
791,21,Private,101027,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
792,28,Private,152565,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
793,35,Private,317528,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,44,United-States,<=50K
794,27,Private,170086,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
795,20,Private,182682,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,48,United-States,<=50K
796,32,Local-gov,95280,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
797,51,Self-emp-not-inc,245918,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
798,74,Private,157332,Some-college,10,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,45,United-States,<=50K
799,21,Self-emp-not-inc,175339,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,<=50K
800,30,Private,150480,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
801,30,Private,43712,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
802,29,Self-emp-not-inc,114967,Bachelors,13,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
803,36,State-gov,166419,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
804,29,Private,402013,HS-grad,9,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
805,61,Self-emp-not-inc,199098,11th,7,Married-civ-spouse,Priv-house-serv,Husband,Black,Male,0,0,50,United-States,<=50K
806,30,Private,165681,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
807,27,Private,275818,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
808,39,Private,79797,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,60,Japan,>50K
809,39,State-gov,168294,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
810,36,Self-emp-not-inc,195105,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
811,72,Self-emp-not-inc,41316,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,52,?,<=50K
812,24,Private,112835,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,50,United-States,<=50K
813,37,Private,124242,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
814,23,Private,186648,11th,7,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,30,United-States,<=50K
815,44,Self-emp-not-inc,178100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
816,21,Private,380504,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,0,0,20,United-States,<=50K
817,36,Private,345077,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
818,32,Private,351731,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
819,63,Private,305846,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,36,United-States,<=50K
820,37,State-gov,30759,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
821,47,Private,188888,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,>50K
822,26,Private,172175,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,2202,0,40,United-States,<=50K
823,46,Private,164190,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
824,51,Private,50065,7th-8th,4,Widowed,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
825,18,?,95435,Some-college,10,Never-married,?,Not-in-family,White,Male,0,1590,15,United-States,<=50K
826,39,Private,209317,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
827,40,Private,37869,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
828,55,Private,69328,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
829,46,Local-gov,162301,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,>50K
830,52,Private,100800,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,1902,40,United-States,>50K
831,39,Private,263476,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,>50K
832,44,Private,159159,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50K
833,53,Private,157287,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,60,United-States,>50K
834,36,Private,195532,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,<=50K
835,20,Private,38133,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
836,47,Private,241998,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,35,United-States,>50K
837,36,Private,244129,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,55,Mexico,>50K
838,37,Private,398283,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,65,United-States,>50K
839,31,Private,114059,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,20,United-States,<=50K
840,31,Local-gov,79797,Bachelors,13,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,7298,0,40,Japan,>50K
841,37,Private,31848,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,38,United-States,>50K
842,23,Private,109001,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
843,19,Private,56582,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,15,United-States,<=50K
844,48,Private,106056,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
845,33,Private,290609,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
846,36,Private,29361,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,15024,0,45,United-States,>50K
847,54,Private,52327,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,Mexico,>50K
848,21,Private,167787,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
849,42,Self-emp-inc,207940,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,>50K
850,35,Local-gov,237452,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,Germany,<=50K
851,35,Private,167967,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,15024,0,40,United-States,>50K
852,40,Federal-gov,207946,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,>50K
853,36,Private,68539,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
854,36,Private,55044,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
855,35,Private,123983,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,43,Taiwan,>50K
856,42,Federal-gov,152617,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
857,41,Self-emp-inc,161141,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,40,United-States,>50K
858,54,Self-emp-not-inc,215247,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
859,36,Self-emp-not-inc,118108,11th,7,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,5178,0,40,United-States,>50K
860,30,Private,82393,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,2179,48,United-States,<=50K
861,26,Private,229530,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Mexico,<=50K
862,27,Local-gov,183608,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
863,38,Self-emp-not-inc,948447,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,78,United-States,>50K
864,43,Private,187346,Bachelors,13,Married-spouse-absent,Tech-support,Not-in-family,White,Male,4787,0,40,United-States,>50K
865,17,Self-emp-not-inc,31621,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K
866,35,Self-emp-not-inc,68006,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
867,33,?,150459,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,1,United-States,<=50K
868,44,Private,116825,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,60,United-States,>50K
869,52,Private,252916,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
870,52,Self-emp-not-inc,193882,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
871,35,Self-emp-inc,53778,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Female,1007,0,40,United-States,<=50K
872,42,Self-emp-not-inc,194561,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,80,United-States,>50K
873,31,Private,215596,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
874,50,Private,99185,11th,7,Divorced,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
875,37,Private,398986,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,80,United-States,>50K
876,37,Private,96185,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
877,43,Private,63910,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,<=50K
878,35,Private,199303,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
879,21,?,37019,Assoc-voc,11,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
880,26,?,450283,10th,6,Married-spouse-absent,?,Not-in-family,Other,Female,0,0,40,United-States,<=50K
881,47,Private,170810,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,15024,0,40,United-States,>50K
882,73,Private,216853,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,32,United-States,<=50K
883,36,Private,112863,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
884,32,Private,33710,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
885,50,Local-gov,193815,Bachelors,13,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,>50K
886,35,Private,237691,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,>50K
887,39,Private,301199,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
888,44,Private,197389,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2444,60,United-States,>50K
889,29,Private,188888,10th,6,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
890,42,Private,298670,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
891,20,Private,24243,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
892,39,Private,37023,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
893,32,Private,421871,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
894,42,Private,265657,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
895,23,Private,218676,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,55,United-States,<=50K
896,51,Private,410151,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688,0,45,United-States,>50K
897,22,Private,226735,11th,7,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,<=50K
898,39,Private,77009,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
899,44,Self-emp-not-inc,131457,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,?,>50K
900,25,Private,56424,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
901,50,Local-gov,93930,Bachelors,13,Separated,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
902,56,Self-emp-inc,84737,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
903,33,Private,240283,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,60,United-States,>50K
904,25,Private,179730,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1980,30,United-States,<=50K
905,90,Private,157249,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,16,United-States,>50K
906,37,Local-gov,31166,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,Germany,>50K
907,22,State-gov,142233,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
908,46,Private,243586,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
909,56,?,64292,Bachelors,13,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,6,United-States,<=50K
910,27,Local-gov,180859,Doctorate,16,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
911,53,Private,207564,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
912,26,Private,98052,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,50,United-States,>50K
913,32,Private,201880,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,40,United-States,<=50K
914,39,Private,22797,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
915,46,Local-gov,222618,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
916,30,Private,123360,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,2205,28,United-States,<=50K
917,19,Private,30731,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,2907,0,40,United-States,<=50K
918,23,Private,239043,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
919,60,Federal-gov,42413,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
920,44,Local-gov,394927,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
921,28,Private,140414,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,38,United-States,<=50K
922,56,Private,86643,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,<=50K
923,25,Private,255847,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,60,United-States,<=50K
924,42,Self-emp-not-inc,212027,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,>50K
925,35,Self-emp-not-inc,245307,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
926,41,Self-emp-not-inc,132551,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,80,United-States,<=50K
927,41,Local-gov,194059,Some-college,10,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K
928,23,Private,30509,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,1719,60,United-States,<=50K
929,45,Local-gov,189889,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,>50K
930,32,Federal-gov,166497,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,99,United-States,<=50K
931,48,Self-emp-not-inc,132716,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,>50K
932,53,Private,272338,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
933,64,Self-emp-inc,196342,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
934,26,Self-emp-not-inc,29235,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,40,France,<=50K
935,67,Federal-gov,152246,10th,6,Married-civ-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K
936,40,Self-emp-not-inc,29658,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,>50K
937,23,?,212210,12th,8,Separated,?,Unmarried,White,Female,0,0,30,?,<=50K
938,65,?,626851,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,42,United-States,>50K
939,39,?,134886,HS-grad,9,Separated,?,Unmarried,White,Male,0,0,40,United-States,<=50K
